label,title,link
Positif,"Pemerintah Percepat Distribusi MBG, Fokus Perluasan ke Pesantren",https://www.nusantaratv.com/news/pemerintah-percepat-distribusi-mbg-fokus-perluasan-ke-pesantren
Positif,"Sekretariat Kabinet Republik Indonesia | Presiden Prabowo Tegaskan Komitmen Program Makan Bergizi Gratis, Kini Jangkau Lebih dari 60 Juta Penerima Manfaat - Sekretariat Kabinet Republik Indonesia",https://setkab.go.id/presiden-prabowo-tegaskan-komitmen-program-makan-bergizi-gratis-kini-jangkau-lebih-dari-60-juta-penerima-manfaat-2/
Netral,"Baru Jangkau 10 Persen, Pemerintah Fokuskan Pemberian MBG di Pondok Pesantren",https://www.liputan6.com/news/read/6309852/baru-jangkau-10-persen-pemerintah-fokuskan-pemberian-mbg-di-pondok-pesantren
Positif,Pemprov Kalteng Tegaskan Komitmen Sukseskan Program Makan Bergizi Gratis - PEMERINTAH PROVINSI KALIMANTAN TENGAH,https://kalteng.go.id/berita/read/42470/pemprov-kalteng-tegaskan-komitmen-sukseskan-program-makan-bergizi-gratis
Negatif,Kemensetneg Tekankan Pentingnya Perbaikan Komunikasi Publik Guna Keberhasilan Makan Bergizi Gratis | Sekretariat Negara,https://www.setneg.go.id/baca/index/kemensetneg_tekankan_pentingnya_perbaikan_komunikasi_publik_guna_keberhasilan_makan_bergizi_gratis
Negatif,Makan (Tidak) Bergizi (Tidak) Gratis – CELIOS,https://celios.co.id/makan-tidak-bergizi-tidak-gratis/
Negatif,"Suara Anak Kampung Sukabumi Menggema: Makan Gratis Penting, Tapi Pendidikan Lebih Mendesak - Mitrapol",https://mitrapol.com/2026/04/03/suara-anak-kampung-sukabumi-menggema-makan-gratis-penting-tapi-pendidikan-lebih-mendesak/
Netral,Program Pemerintah Makan Bergizi Gratis Antara Harapan dan Tantangan Ke Depan,https://djpb.kemenkeu.go.id/kppn/magelang/id/data-publikasi/artikel/2976-program-pemerintah-makan-bergizi-gratis-antara-harapan-dan-tatangan-ke-depan.html
Positif,"Kecamatan Cibitung Dukung Program Makan Bergizi Gratis, Jangkau 40 Ribu Penerima Manfaat","Kecamatan Cibitung Dukung Program Makan Bergizi Gratis, Jangkau 40 Ribu Penerima Manfaat"
Negatif,MBG digugat ke MK karena 'memakan' sepertiga dana pendidikan – Seberapa mungkin dikabulkan? - BBC News Indonesia,https://www.bbc.com/indonesia/articles/cn42dl7wykpo
Positif,Program Makan Bergizi Gratis 3B Resmi Dimulai di Banua Lima,https://mediacenter.baritotimurkab.go.id/program-makan-bergizi-gratis-3b-resmi-dimulai-di-banua-lima/
Negatif,Program Makan Bergizi Gratis Dinilai Sarat Masalah Tata Kelola,https://www.kompas.id/artikel/program-makan-bergizi-gratis-dinilai-sarat-masalah-tata-kelola
Positif,Bupati Bone Luncurkan Program Makan Bergizi Gratis di Kecamatan Patimpeng – Website Resmi Pemerintah Kabupaten Bone,https://bone.go.id/2025/12/09/bupati-bone-luncurkan-program-makan-bergizi-gratis-di-kecamatan-patimpeng/
Negatif,MBG Lansia: Hal-hal yang perlu diperhatikan pemerintah dalam program MBG untuk lansia  - BBC News Indonesia,https://www.bbc.com/indonesia/articles/cy9yd1dv43xo
Positif,"Program Makan Bergizi Gratis Topang Kinerja Ekonomi RI, Dorong Permintaan Domestik dan Sektor Peternakan",https://wajokab.go.id/berita/detail/program-makan-bergizi-gratis-topang-kinerja-ekonomi-ri-dorong-permintaan-domestik-dan-sektor-peternakan
Positif,Pemerintah Matangkan Skema Makan Bergizi Gratis untuk Lansia di Atas 75 Tahun - TIMES Indonesia,https://jakarta.times.co.id/news/berita/ptMqaksLH/Pemerintah-Siapkan-Program-Makan-Bergizi-Gratis-dan-Pendampingan-untuk-Lansia
Positif,Ratusan Siswa MTsN 17 Jakarta Antusias Sambut Hari Pertama Program Makan Bergizi Gratis,https://dki.kemenag.go.id/berita/ratusan-siswa-mtsn-17-jakarta-antusias-sambut-hari-pertama-program-makan-bergizi-gratis-Mwmvf
Negatif,MBG: Gelombang aksi protes Makan Bergizi Gratis di berbagai daerah - BBC News Indonesia,https://www.bbc.com/indonesia/articles/c0rj9k29gqgo
Positif,Sosialisasi Program Makan Bergizi Gratis (MBG) Perkuat Upaya Penanggulangan Gizi dan Stunting di Buleleng! | Dinas Kesehatan,https://dinkes.bulelengkab.go.id/informasi/detail/berita/11_sosialisasi-program-makan-bergizi-gratis-mbg-perkuat-upaya-penanggulangan-gizi-dan-stunting-di-buleleng
Positif,"Tinjau Makan Bergizi Gratis, Bupati M. Syukur: Anak-Anak Semakin Semangat Sekolah - Pemkab Merangin",https://meranginkab.go.id/artikel/tinjau-makan-bergizi-gratis-bupati-m-syukur-anak-anak-semakin-semangat-sekolah
Positif,Pemerintah Matangkan Program Makan Gratis Lansia,https://nasional.tvrinews.com/berita/t2oqa9y-pemerintah-matangkan-program-makan-gratis-lansia
Positif,Sekda Tanjungpinang Zulhidayat Dukung Transparansi Program,https://wartakepri.co.id/2026/04/04/sekda-tanjungpinang-zulhidayat-dukung-transparansi-program-mbg-di-kepri/
Positif,INDEF Nilai Program Makan Bergizi Gratis Tak Bebani Fiskal Jangka Panjang - Ikatan Konsultan Pajak Indonesia,https://ikpi.or.id/indef-nilai-program-makan-bergizi-gratis-tak-bebani-fiskal-jangka-panjang/
Positif,Plt. Sekda Kalteng : Program Makan Bergizi Gratis Jadi Mesin Baru Penggerak Ekonomi Kalteng - PEMERINTAH PROVINSI KALIMANTAN TENGAH,https://kalteng.go.id/berita/read/42373/plt-sekda-kalteng-program-makan-bergizi-gratis-jadi-mesin-baru-penggerak-ekonomi-kalteng
Positif,Wagub Kalteng Resmikan SPPG Langkai 4 Pahandut untuk Perkuat Program Makan Bergizi Gratis - PEMERINTAH PROVINSI KALIMANTAN TENGAH,https://kalteng.go.id/berita/read/42382/wagub-kalteng-resmikan-sppg-langkai-4-pahandut-untuk-perkuat-program-makan-bergizi-gratis
Positif,"Prabowo: 99,99 Persen Program Makan Bergizi Gratis Harus Dinyatakan Berhasil",https://www.liputan6.com/news/read/6270422/prabowo-9999-persen-program-makan-bergizi-gratis-harus-dinyatakan-berhasil
Positif,"Rakor Program Makan Bergizi Gratis (MBG) “Menguatkan Kemitraan, Mendorong UMKM Naik Kelas” | Dinas Perdagangan, Perindustrian dan Koperasi, Usaha Kecil dan Menengah",https://disdagperinkopukm.bulelengkab.go.id/informasi/detail/artikel/37_rakor-program-makan-bergizi-gratis-mbg-menguatkan-kemitraan-mendorong-umkm-naik-kelas
Positif,"Bangun Generasi Sehat dan Unggul Melalui MBG, Wujudkan Gizi Seimbang untuk Masa Depan - Media Keuangan",https://mediakeuangan.kemenkeu.go.id/article/show/bangun-generasi-sehat-dan-unggul-melalui-mbg-wujudkan-gizi-seimbang-untuk-masa-depan
Netral,Wabup Pemalang Dorong Percepatan Program Makan Bergizi Gratis - Pemerintah Kabupaten Pemalang,https://www.pemalangkab.go.id/2025/10/wabup-pemalang-dorong-percepatan-program-makan-bergizi-gratis
Netral,Mensos Ungkap Tujuan Program Makan Bergizi Gratis untuk Lansia | tempo.co,https://www.tempo.co/politik/mensos-ungkap-tujuan-program-makan-bergizi-gratis-untuk-lansia-2090853
Positif,MIN 20 Jakarta Mulai Jalankan Program Makan Bergizi Gratis (MBG),https://dki.kemenag.go.id/berita/min-20-jakarta-mulai-jalankan-program-makan-bergizi-gratis-mbg-3e56r
Negatif,Krisis Makan Bergizi Gratis: Retaknya Kepercayaan Publik - Universitas Andalas,https://unand.ac.id/berita/opini/1504-opini-mahasiswa-mbg-program-pemerintah-janji
Positif,"Surabaya Dukung Penuh Program MBG Nasional: Tak hanya Makan Gratis, Tapi Bentuk Karakter Anak - Pemerintah Kota Surabaya",https://www.surabaya.go.id/id/berita/24309/surabaya-dukung-penuh-program-mbg-nasional-tak-hanya-makan-gratis-tapi-bentuk-karakter-anak
Positif,Yang Tak Terlihat Publik dari Program Makan Bergizi Gratis,https://www.kompas.id/artikel/yang-tak-terlihat-publik-dari-program-makan-bergizi-gratis
Positif,"36 juta penerima manfaat Program Makan Bergizi Gratis, pemerintah pastikan tidak ada yang tertinggal",https://bengkulu.antaranews.com/berita/444901/36-juta-penerima-manfaat-program-makan-bergizi-gratis-pemerintah-pastikan-tidak-ada-yang-tertinggal
,"Program Makan Gratis Sekolah Tertunda 15%, Pemerintah Akui Kekurangan Dapur | NNC Netralnews",https://www.netralnews.com/program-makan-gratis-sekolah-tertunda-15-pemerintah-akui-kekurangan-dapur/dDFicWo3dDhmRTh3QUJCMTM3TGY5dz09
Positif,Program Makan Bergizi Gratis: Investasi Gizi dan Ekonomi Daerah - Media Keuangan,https://mediakeuangan.kemenkeu.go.id/article/show/program-makan-bergizi-gratis-investasi-gizi-dan-ekonomi-daerah
Negatif,"2.162 SPPG Ditutup Sementara, Kepala BGN Jelaskan Alasannya - Gaya Hidup",https://www.bloombergtechnoz.com/detail-news/104981/2-162-sppg-ditutup-sementara-kepala-bgn-jelaskan-alasannya
,"Temuan Diduga Ulat pada Menu MBG, Operasional SPPG Cibitung Dihentikan | RADAR NUSANTARA NEWS",http://www.radarnusantara.com/2026/04/temuan-diduga-ulat-pada-menu-mbg.html
Netral,"Banggar dan Kepala BGN Rapat di DPR, Bahas Pelaksanaan Program MBG",https://www.viva.co.id/berita/nasional/1890123-banggar-dan-kepala-bgn-rapat-di-dpr-bahas-pelaksanaan-program-mbg
Negatif,"Heboh! Susu MBG Muncul di Minimarket, Badan Gizi Nasional Bilang Begini! Jangan Sampai Tertipu! - bisnismarket.com | Informatif-Inspiratif-Edukatif",https://bisnismarket.com/post/heboh-susu-mbg-muncul-di-minimarket-badan-gizi-nasional-bilang-begini-jangan-sampai-tertipu
Negatif,"Pastikan Standar Sanitasi, Badan Gizi Nasional Bekukan Sementara Operasional Sejumlah SPPG di Takalar | RADAR NUSANTARA NEWS",http://www.radarnusantara.com/2026/04/pastikan-standar-sanitasi-badan-gizi.html
Positif,Redaksi Sinpo TV Melakukan Audiensi Dengan Badan Gizi Nasional - Sinpo.id,https://sinpo.id/detail/117705/redaksi-sinpo-tv-melakukan-audiensi-dengan-badan-gizi-nasional
Positif,"Badan Gizi Nasional Gelar Sosialisasi Bersama Komunitas, Dukung Implementasi Program MBG - Info Kejadian Makassar",https://infokejadianmakassar.com/2026/04/01/badan-gizi-nasional-gelar-sosialisasi-bersama-komunitas-dukung-implementasi-program-mbg/
Positif,"BGN terbitkan aturan baru, SPPG wajib kelola limbah MBG - ANTARA News",https://www.antaranews.com/berita/5486606/bgn-terbitkan-aturan-baru-sppg-wajib-kelola-limbah-mbg
Negatif,"SPPG di Cakung Berhadapan Dengan Tumpukan Sampah Menggunung, Izin Langsung Dicabut BGN – GARUDA TV",https://garuda.tv/sppg-di-cakung-berhadapan-dengan-tumpukan-sampah-menggunung-izin-langsung-dicabut-bgn/
Netral,"Alokasi Anggaran Pendidikan 2026, Terbesar untuk BGN",https://databoks.katadata.co.id/infografik/2026/04/06/alokasi-anggaran-pendidikan-2026-terbesar-untuk-bgn
Negatif,"Buntut Keracunan, Operasional SPPG Pondok Kelapa Ditangguhkan | tempo.co",https://www.tempo.co/foto/arsip/buntut-keracunan-operasional-sppg-pondok-kelapa-ditangguhkan-2126965
Negatif,INFOGRAFIS DPR Minta SPPG Ditutup Usai Kasus Keracunan - KabarBursa.com,https://www.kabarbursa.com/infografis/infografis-dpr-minta-sppg-ditutup-usai-kasus-keracunan
Positif,Penutupan Dapur MBG Dinilai Langkah Korektif BGN Penuhi Jaminan Mutu,https://www.katakini.com/artikel/137758/penutupan-dapur-mbg-dinilai-langkah-korektif-bgn-penuhi-jaminan-mutu/
Negatif,"SPPG Kena Suspend, BGN: Insentif Rp6 Juta per Hari Tak Dibayar",https://news.ddtc.co.id/berita/nasional/1818015/sppg-kena-suspend-bgn-insentif-rp6-juta-per-hari-tak-dibayar
Negatif,"12 Dapur MBG Kutim Disetop Sementara, IPAL Tak Standar, Koorwil BGN Masih 'Membisu' - Pranala.co",https://pranala.co/12-dapur-mbg-kutim-disetop-sementara-ipal-tak-standar-koorwil-bgn-masih-membisu/
Negatif,DPR Minta SPPG Ditutup Total: Kasus Keracunan di Pondok Kelapa,https://www.kabarbursa.com/makro/dpr-minta-sppg-ditutup-total-kasus-keracunan-di-pondok-kelapa
Positif,DPRD NTB Dukung Langkah Tegas BGN Stop Operasional Ratusan SPPG - SUARANTB.com,https://suarantb.com/2026/04/06/dprd-ntb-dukung-langkah-tegas-bgn-stop-operasional-ratusan-sppg/
Positif,Badan Gizi Nasional ajak masyarakat gunakan Call Center 127 untuk kawal program Makan Bergizi Gratis - ANTARA News Sumatera Selatan,https://sumsel.antaranews.com/berita/812843/badan-gizi-nasional-ajak-masyarakat-gunakan-call-center-127-untuk-kawal-program-makan-bergizi-gratis
Positif,Wagub Edy Pratowo Terima Audiensi Deputi Badan Gizi Nasional – BIRO ADMINISTRASI PIMPINAN,https://biroadpim.kalteng.go.id/wagub-edy-pratowo-terima-audiensi-deputi-badan-gizi-nasional/
Negatif,DPR Dorong BGN Tutup Total Semua SPPG Penyebab Keracunan MBG,https://www.katakini.com/artikel/137743/dpr-dorong-bgn-tutup-total-semua-sppg-penyebab-keracunan-mbg/
Positif,"Komitmen Tingkatkan Kesejahteraan Masyarakat, Wakil Bupati Bone Audiensi dengan Badan Gizi Nasional – Website Resmi Pemerintah Kabupaten Bone",https://bone.go.id/2025/10/13/komitmen-tingkatkan-kesejahteraan-masyarakat-wakil-bupati-bone-audiensi-dengan-badan-gizi-nasional/
Negatif,BGN hentikan sementara SPPG di Gresik yang sajikan kelapa utuh - ANTARA News,https://www.antaranews.com/berita/5476622/bgn-hentikan-sementara-sppg-di-gresik-yang-sajikan-kelapa-utuh
Negatif,"Insiden MBG di Jakarta Timur, BGN Minta Maaf dan Tutup Dapur SPPG Pondok Kelapa",https://mediaindonesia.com/humaniora/876223/insiden-mbg-di-jakarta-timur-bgn-minta-maaf-dan-tutup-dapur-sppg-pondok-kelapa
Negatif,"RIAUPAGI.com
		

| Dewan Minta Keracunan MBG di  SPPG Harus Ditutup Permanen Tanpa Pengecualian",https://riaupagi.com/news/dewan-minta-keracunan-mbg-di-sppg-harus-ditutup-permanen-tanpa-pengecualian-202604066387/
Positif,Kepala Badan Gizi Nasional Menginstruksikan Dapur MBG Harus,https://tribratanews.polri.go.id/blog/nasional-3/kepala-badan-gizi-nasional-menginstruksikan-dapur-mbg-harus-tiru-yang-dikelola-oleh-polri-93156
Positif,BKN Dukung Program Prioritas Presiden Melalui Seleksi PPPK BGN 2025 Berbasis Sistem CAT - Badan Kepegawaian Negara (BKN RI),https://www.bkn.go.id/bkn-dukung-program-prioritas-presiden-melalui-seleksi-pppk-bgn-2025-berbasis-sistem-cat/
Negatif,Tutup Total SPPG yang Timbulkan Keracunan! - Lintas Lampung,https://web.lintaslampung.com/tutup-total-sppg-yang-timbulkan-keracunan/
Negatif,Badan Gizi Nasional (BGN) Tanggung Biaya Korban Keracunan MBG - MerahPutih,https://www.merahputih.com/post/read/spageti-maut-di-balik-ompreng-mbg-bikin-siswa-di-jaktim-masuk-rs-bgn-siap-tanggung-jawab
Positif,"Cegah Keracunan MBG, Guru Besar Usul Sertifikasi SPPG dari Pihak Ketiga – Jabar Publisher",https://jabarpublisher.com/2026/04/06/cegah-keracunan-mbg-guru-besar-usul-sertifikasi-sppg-dari-pihak-ketiga/
Positif,Kapolsek Bantul Cek Satuan Pelayanan Pemenuhan Gizi (SPPG) di Wilayah Kalurahan Trirenggo,https://jogja.polri.go.id/bantul/tribrata-news/online/detail/kapolsek-bantul-cek-satuan-pelayanan-pemenuhan-gizi--sppg--di-wilayah-kalurahan-trirenggo.html
Netral,"BGN Hentikan Sementara 1.256 SPPG di Indonesia Timur, Ini Alasannya | Infobanknews",https://infobanknews.com/bgn-hentikan-sementara-1-256-sppg-di-indonesia-timur-ini-alasannya/
Positif,"Dinilai Efektif, SPPG di Kota Malang Mulai Uji Coba Terapkan MBG Konsep Prasmanan",https://surabayapagi.com/news-266823-dinilai-efektif-sppg-di-kota-malang-mulai-uji-coba-terapkan-mbg-konsep-prasmanan
Negatif,"Satuan Pelayanan Pemenuhan Gizi (SPPG) Kota Magelang Terima Laporan Penipuan, soal Program Makan Bergizi Gratis, Mengaku dari Badan Gizi Nasional - Radar Jogja - Mengupas Keunikan Yogyakarta Lewat Berita",https://radarjogja.jawapos.com/amp/nusantara/2412300002/satuan-pelayanan-pemenuhan-gizi-sppg-kota-magelang-terima-laporan-penipuan-soal-program-makan-bergizi-gratis-mengaku-dari-badan-gizi-nasional
Negatif,Kabupaten Malang Masih Kekurangan Jumlah Satuan Pelayanan Pemenuhan Gizi - Radar Malang,https://radarmalang.jawapos.com/amp/kabupaten-malang/2604050015/kabupaten-malang-masih-kekurangan-jumlah-satuan-pelayanan-pemenuhan-gizi
Negatif,BGN Ungkap Alasan 1.789 Dapur MBG Disetop Sementara,https://www.liputan6.com/bisnis/read/6309206/bgn-ungkap-alasan-1789-dapur-mbg-disetop-sementara
Positif,BGN: Program MBG Pacu Pergerakan Ekonomi Daerah,https://tribratanews.polri.go.id/blog/nasional-3/bgn-program-mbg-pacu-pergerakan-ekonomi-daerah-99987
Positif,SPPG Sukowono Perkuat Pemenuhan Gizi Siswa di SD Sukodono 1 Pujer – KilasJatim.com,https://kilasjatim.com/2026/04/05/sppg-sukowono-perkuat-pemenuhan-gizi-siswa-di-sd-sukodono-1-pujer/
Negatif,"Program MBG Dievaluasi, BGN Beri Sanksi 1.251 SPPG | Infobanknews",https://infobanknews.com/program-mbg-dievaluasi-bgn-beri-sanksi-1-251-sppg/
Negatif,Badan Gizi Nasional Hentikan Sementara Operasional 1.528 Satuan Pelayanan Pemenuhan Gizi,https://wartaekonomi.co.id/read605562/badan-gizi-nasional-hentikan-sementara-operasional-1528-satuan-pelayanan-pemenuhan-gizi
Negatif,Dapur SPPG Dibangun Dekat Lahan Pembuangan Sampah,https://enamplus.liputan6.com/tv/read/6310351/dapur-sppg-dibangun-dekat-lahan-pembuangan-sampah
Netral,"Demi Keamanan Gizi Nasional, BGN Suspend 1.528 Dapur Satuan Pelayanan Pemenuhan Gizi – GARUDA TV",https://garuda.tv/demi-keamanan-gizi-nasional-bgn-suspend-1-528-dapur-satuan-pelayanan-pemenuhan-gizi/
Positif,"GUNA PEMENUHAN GIZI GRATIS, SATUAN PELAYANAN PEMENUHAN GIZI (SPPG) PEKON RAWAS RESMI DIBUKA - Kabupaten Pesisir Barat",https://pesisirbaratkab.go.id/berita/guna-pemenuhan-gizi-gratis-satuan-pelayanan-pemenuhan-gizi-sppg-pekon-rawas-resmi-dibuka-2
Netral,Mendes Yandri Minta Mitra Dapur Jaga Kualitas MBG,https://www.katakini.com/artikel/137705/mendes-yandri-minta-mitra-dapur-jaga-kualitas-mbg/
Positif,"LANGKAH NYATA PERANGI STUNTING, SATUAN PELAYANAN PEMENUHAN GIZI (SPPG) RESMI HADIR DI PEKON WAY REDAK - Kabupaten Pesisir Barat",https://pesisirbaratkab.go.id/berita/langkah-nyata-perangi-stunting-satuan-pelayanan-pemenuhan-gizi-sppg-resmi-hadir-di-pekon-way-redak
Negatif,BGN hentikan sementara operasional 1.512 SPPG di Pulau Jawa - ANTARA News Kalimantan Selatan,https://kalsel.antaranews.com/berita/509407/bgn-hentikan-sementara-operasional-1512-sppg-di-pulau-jawa
Positif,"SISTEM LAYANAN PENGADUAN SATUAN PELAYANAN PEMENUHAN GIZI (SPPG) RESMI DISOSIALISASIKAN, PEMKAB PESISIR BARAT DUKUNG TRANSPARANSI DAN KUALITAS - Kabupaten Pesisir Barat",https://pesisirbaratkab.go.id/berita/sistem-layanan-pengaduan-satuan-pelayanan-pemenuhan-gizi-sppg-resmi-disosialisasikan-pemkab-pesisir-barat-dukung-transparansi-dan-kualitas
Negatif,"62 Satuan Pelayanan Pemenuhan Gizi (SPPG) Dihentikan Sementara Selama Ramadhan, Ini Penyebabnya",https://www.bitvonline.com/kesehatan/62180/62-satuan-pelayanan-pemenuhan-gizi-sppg-dihentikan-sementara-selama-ramadhan-ini-penyebabnya/all/
Positif,SPPG didorong serap tenaga kerja dan gerakkan ekonomi,https://jatim.antaranews.com/foto/1050918/sppg-didorong-serap-tenaga-kerja-dan-gerakkan-ekonomi/3
Negatif,"BGN Setop Sementara Operasional 1.512 SPPG di Pulau Jawa, Ini Alasannya",https://www.liputan6.com/news/read/6295423/bgn-setop-sementara-operasional-1512-sppg-di-pulau-jawa-ini-alasannya
Positif,Presiden Prabowo: Program Pemenuhan Gizi Perkuat Fondasi Kebangkitan Ekonomi Nasional – Kantor Staf Presiden,https://www.ksp.go.id/presiden-prabowo-program-pemenuhan-gizi-perkuat-fondasi-kebangkitan-ekonomi-nasional.html
Positif,Wabup Bone Resmikan Satuan Pelayanan Pemenuhan Gizi (SPPG) Macanang – Website Resmi Pemerintah Kabupaten Bone,https://bone.go.id/2025/11/24/wabup-bone-resmikan-satuan-pelayanan-pemenuhan-gizi-sppg-macanang/
Positif,"Dukung Generasi Sehat, Kapolsek Mantrijeron Pantau Kesiapan Dapur Unit Pelayanan Pemenuhan Gizi",https://jogja.polri.go.id/yogyakarta/tribrata-news/online/detail/dukung-generasi-sehat--kapolsek-mantrijeron-pantau-kesiapan-dapur-unit-pelayanan-pemenuhan-gizi.html
Positif,"Dukung Program Gizi Nasional, Kapolda DIY Launching Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di Argorejo Bantul",https://jogja.polri.go.id/bantul/tribrata-news/online/detail/dukung-program-gizi-nasional--kapolda-diy-launching-satuan-pelayanan-pemenuhan-gizi--sppg--polri-di-argorejo-bantul.html
Positif,"Perkuat Program MBG, Presiden Prabowo Resmikan 1.072 SPPG dan 18 Gudang Ketahanan Pangan serta Groundbreaking 107 SPPG Polri – Kantor Staf Presiden",https://www.ksp.go.id/perkuat-program-mbg-presiden-prabowo-resmikan-1-072-sppg-dan-18-gudang-ketahanan-pangan-serta-groundbreaking-107-sppg-polri.html
Positif,Website DJKN,https://www.djkn.kemenkeu.go.id/kpknl-mataram/baca-berita/40531/KPKNL-Mataram-Mendukung-Program-Prioritas-Nasional-Makan-Bergizi-Gratis-melalui-Penilaian-SPPG-daerah-Terpencil.html
Negatif,"BGN Setop 47 Dapur MBG, Temukan Roti Berjamur hingga Lauk Basi | Infobanknews",https://infobanknews.com/bgn-setop-47-dapur-mbg-temukan-roti-berjamur-hingga-lauk-basi/
Positif,Aher Dukung Usulan Satuan Pelayanan Pemenuhan Gizi di PLBN Yetetkun Papua Selatan | Fraksi PKS,https://fraksi.pks.id/2026/02/23/aher-dukung-usulan-satuan-pelayanan-pemenuhan-gizi-di-plbn-yetetkun-papua-selatan/
Netral,Kepala BGN Sebut 32 Ribu Petugas SPPG Diangkat Jadi PPPK: Sudah Terima Gaji,https://www.liputan6.com/news/read/6299801/kepala-bgn-sebut-32-ribu-petugas-sppg-diangkat-jadi-pppk-sudah-terima-gaji
Positif,Launching SPPG Padangdangan Perkuat Layanan Gizi Masyarakat | Kabupaten Sumenep,https://www.sumenepkab.go.id/berita/baca/launching-sppg-padangdangan-perkuat-layanan-gizi-masyarakat
Positif,Situs Resmi Pemerintah Kota Bekasi,https://bekasikota.go.id/detail/dapur-sppg-jatibening-baru-diresmikan-wali-kota-bekasi-untuk-dukung-program-zero-stunting
Netral,Website Dinas Kesehatan Kota Yogyakarta,https://kesehatan.jogjakota.go.id/berita/id/706
Positif,Berita : SPPG KARANGASEM SELATAN TERAPKAN VARIAN MENU BERKECUKUPAN GIZI | Kanal Berita Pemkab. Batang,https://berita.batangkab.go.id/?p=1&id=14824
Positif,"Dukung Kualitas Kesehatan Anak, SPPG Pakuncen Wirobrajan Resmi Diluncurkan",https://jogja.polri.go.id/yogyakarta/tribrata-news/online/detail/dukung-kualitas-kesehatan-anak--sppg-pakuncen-wirobrajan-resmi-diluncurkan.html
Positif,Satuan pelayanan pemenuhan gizi ( SPPG ) Agro Gelem Hijau adakan buka puasa bersama. - Trust Media,https://trustmedia.id/satuan-pelayanan-pemenuhan-gizi-sppg-agro-gelem-hijau-adakan-buka-puasa-bersama/
Negatif,"Sajikan Kelapa Utuh, 9 Dapur MBG di Gresik Kena Suspend",https://www.liputan6.com/news/read/6298414/sajikan-kelapa-utuh-9-dapur-mbg-di-gresik-kena-suspend
Positif,Peresmian dan Tasyakuran Satuan Pelayanan Pemenuhan Gizi di Desa Sidomulyo,https://kec-purworejo.purworejokab.go.id/peresmian-dan-tasyakuran-satuan-pelayanan-pemenuhan-gizi-di-desa-sidomulyo
Positif,Kang Suyat Minta Satuan Pelayanan Gizi Utamakan Bahan Pangan Lokal – Dinas Komunikasi dan Informatika Kab. Magetan,https://kominfo.magetan.go.id/kang-suyat-minta-satuan-pelayanan-gizi-utamakan-bahan-pangan-lokal/
Positif,"Dapur SPPG Jatibening Baru Diresmikan, Wali Kota Bekasi Untuk Dukung Program Zero Stunting",https://smartcity.bekasikota.go.id/berita/8050
Positif,Presiden Prabowo Anugerahkan Tanda Kehormatan kepada 70 Tokoh Penggerak Gizi dan Ketahanan Pangan Nasional – Kantor Staf Presiden,https://www.ksp.go.id/presiden-prabowo-anugerahkan-tanda-kehormatan-kepada-70-tokoh-penggerak-gizi-dan-ketahanan-pangan-nasional.html
